Species,Genotype,Replicate,Genotype_Replicate,Treatment,Photo_Number,Random_Number,Measurement,Result
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.423102104
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.264460663
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.301348852
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.473482744
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.623196392
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.439120905
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.534310201
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.546211315
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.514056351
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.423331654
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.268423062
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.466768788
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.541346603
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.446347279
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.526807844
Mcav,Orange,1,Orange1,BDS,1,1,Exopercent,0
Mcav,Orange,1,Orange1,BDS,1,,Gastrosep,30.397
Mcav,Orange,1,Orange1,BDS,2,11,Exopercent,0
Mcav,Orange,1,Orange1,BDS,2,,Gastrosep,26.946
Mcav,Orange,1,Orange1,BDS,3,8,Exopercent,0
Mcav,Orange,1,Orange1,BDS,3,,Gastrosep,14.733
Mcav,Orange,1,Orange1,BDS,4,12,Exopercent,0
Mcav,Orange,1,Orange1,BDS,4,,Gastrosep,32.253
Mcav,Orange,1,Orange1,BDS,5,5,Exopercent,0.125
Mcav,Orange,1,Orange1,BDS,5,,Gastrosep,10.743
Mcav,Orange,1,Orange1,BDS,6,4,Exopercent,0.090909091
Mcav,Orange,1,Orange1,BDS,6,,Gastrosep,23.384
Mcav,Orange,1,Orange1,BDS,7,1,Exopercent,0.166666667
Mcav,Orange,1,Orange1,BDS,7,,Gastrosep,10.277
Mcav,Orange,1,Orange1,BDS,8,2,Exopercent,0
Mcav,Orange,1,Orange1,BDS,8,,Gastrosep,0
Mcav,Orange,1,Orange1,BDS,9,10,Exopercent,0
Mcav,Orange,1,Orange1,BDS,9,,Gastrosep,0
Mcav,Orange,1,Orange1,BDS,10,9,Exopercent,0.428571429
Mcav,Orange,1,Orange1,BDS,10,,Gastrosep,23.296
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.358569007
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.394565241
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.597204989
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.54514156
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.71594521
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.593830181
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.598410752
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.527731808
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.567017754
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.593939326
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.588024931
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.452540355
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.508810986
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.444964203
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.441620148
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.514661337
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.638475254
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.567636319
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.538251151
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.44499002
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.63406597
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.592931233
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.673671685
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.435019808
Mcav,Orange,1,Orange1,BDS,,,Zooxarea,0.314811227
Mcav,Orange,2,Orange2,BDS,1,6,Exopercent,0
Mcav,Orange,2,Orange2,BDS,1,,Gastrosep,0
Mcav,Orange,2,Orange2,BDS,2,6,Exopercent,0
Mcav,Orange,2,Orange2,BDS,2,,Gastrosep,21.303
Mcav,Orange,2,Orange2,BDS,3,8,Exopercent,0
Mcav,Orange,2,Orange2,BDS,3,,Gastrosep,NA
Mcav,Orange,2,Orange2,BDS,4,9,Exopercent,0.3
Mcav,Orange,2,Orange2,BDS,4,,Gastrosep,NA
Mcav,Orange,2,Orange2,BDS,5,1,Exopercent,0
Mcav,Orange,2,Orange2,BDS,5,,Gastrosep,12.245
Mcav,Orange,2,Orange2,BDS,6,1,Exopercent,0
Mcav,Orange,2,Orange2,BDS,6,,Gastrosep,0
Mcav,Orange,2,Orange2,BDS,7,6,Exopercent,0
Mcav,Orange,2,Orange2,BDS,7,,Gastrosep,0
Mcav,Orange,2,Orange2,BDS,8,9,Exopercent,0
Mcav,Orange,2,Orange2,BDS,8,,Gastrosep,0
Mcav,Orange,2,Orange2,BDS,9,10,Exopercent,0
Mcav,Orange,2,Orange2,BDS,9,,Gastrosep,NA
Mcav,Orange,2,Orange2,BDS,10,3,Exopercent,0
Mcav,Orange,2,Orange2,BDS,10,,Gastrosep,0
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.356620737
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.579880738
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.509981792
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.605131046
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.545683435
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.574028026
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.496606358
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.441739309
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.375442227
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.591640677
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.718010008
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.465242497
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.566543481
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.426719457
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.685608901
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.561247697
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.466108842
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.618083161
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.394242134
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.588574726
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.62718458
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.529258622
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.548152949
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.486961029
Mcav,Orange,2,Orange2,BDS,,,Zooxarea,0.45297085
Mcav,Red,1,Red1,BDS,1,8,Exopercent,0
Mcav,Red,1,Red1,BDS,1,,Gastrosep,23.876
Mcav,Red,1,Red1,BDS,2,10,Exopercent,0
Mcav,Red,1,Red1,BDS,2,,Gastrosep,11.765
Mcav,Red,1,Red1,BDS,3,1,Exopercent,0
Mcav,Red,1,Red1,BDS,3,,Gastrosep,0
Mcav,Red,1,Red1,BDS,4,7,Exopercent,0
Mcav,Red,1,Red1,BDS,4,,Gastrosep,0
Mcav,Red,1,Red1,BDS,5,2,Exopercent,0
Mcav,Red,1,Red1,BDS,5,,Gastrosep,40.161
Mcav,Red,1,Red1,BDS,6,7,Exopercent,0
Mcav,Red,1,Red1,BDS,6,,Gastrosep,NA
Mcav,Red,1,Red1,BDS,7,10,Exopercent,0.272727273
Mcav,Red,1,Red1,BDS,7,,Gastrosep,NA
Mcav,Red,1,Red1,BDS,8,12,Exopercent,0
Mcav,Red,1,Red1,BDS,8,,Gastrosep,NA
Mcav,Red,1,Red1,BDS,9,12,Exopercent,0
Mcav,Red,1,Red1,BDS,9,,Gastrosep,21.067
Mcav,Red,1,Red1,BDS,10,5,Exopercent,0
Mcav,Red,1,Red1,BDS,10,,Gastrosep,0
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.427502004
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.35639184
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.48051024
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.589539067
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.471239985
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.594131764
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.50323941
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.655316116
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.438038042
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.496169338
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.340789507
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.246582585
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.586550418
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.29260438
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.509834948
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.524425611
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.518889507
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.611789677
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.387629888
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.729865514
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.599921709
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.609627724
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.663954419
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.515639498
Mcav,Red,1,Red1,BDS,,,Zooxarea,0.498705837
Mcav,Red,2,Red2,BDS,1,7,Exopercent,0
Mcav,Red,2,Red2,BDS,1,,Gastrosep,12.778
Mcav,Red,2,Red2,BDS,2,7,Exopercent,0
Mcav,Red,2,Red2,BDS,2,,Gastrosep,0
Mcav,Red,2,Red2,BDS,3,10,Exopercent,0
Mcav,Red,2,Red2,BDS,3,,Gastrosep,11.127
Mcav,Red,2,Red2,BDS,4,11,Exopercent,0
Mcav,Red,2,Red2,BDS,4,,Gastrosep,11.069
Mcav,Red,2,Red2,BDS,5,6,Exopercent,0.083333333
Mcav,Red,2,Red2,BDS,5,,Gastrosep,0
Mcav,Red,2,Red2,BDS,6,10,Exopercent,0
Mcav,Red,2,Red2,BDS,6,,Gastrosep,0
Mcav,Red,2,Red2,BDS,7,8,Exopercent,0.111111111
Mcav,Red,2,Red2,BDS,7,,Gastrosep,31.582
Mcav,Red,2,Red2,BDS,8,2,Exopercent,0
Mcav,Red,2,Red2,BDS,8,,Gastrosep,0
Mcav,Red,2,Red2,BDS,9,11,Exopercent,0
Mcav,Red,2,Red2,BDS,9,,Gastrosep,0
Mcav,Red,2,Red2,BDS,10,4,Exopercent,0.5
Mcav,Red,2,Red2,BDS,10,,Gastrosep,0
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.495938769
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.363948924
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.220470339
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.564082488
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.591812756
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.501051787
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.573575712
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.438096138
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.488499424
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.430214329
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.38364005
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.387294579
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.596839702
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.730371678
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.572341734
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.417779473
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.39360106
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.583253208
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.576500716
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.715271153
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.499125103
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.499251083
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.457828371
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.589254867
Mcav,Red,2,Red2,BDS,,,Zooxarea,0.516425926
Ofav,Orange,1,Orange1,BDS,1,2,Exopercent,0
Ofav,Orange,1,Orange1,BDS,1,,Gastrosep,25.948
Ofav,Orange,1,Orange1,BDS,2,12,Exopercent,0
Ofav,Orange,1,Orange1,BDS,2,,Gastrosep,0
Ofav,Orange,1,Orange1,BDS,3,7,Exopercent,0
Ofav,Orange,1,Orange1,BDS,3,,Gastrosep,0
Ofav,Orange,1,Orange1,BDS,4,9,Exopercent,0
Ofav,Orange,1,Orange1,BDS,4,,Gastrosep,30.069
Ofav,Orange,1,Orange1,BDS,5,2,Exopercent,0
Ofav,Orange,1,Orange1,BDS,5,,Gastrosep,24.807
Ofav,Orange,1,Orange1,BDS,6,1,Exopercent,0.117647059
Ofav,Orange,1,Orange1,BDS,6,,Gastrosep,30.223
Ofav,Orange,1,Orange1,BDS,7,12,Exopercent,0
Ofav,Orange,1,Orange1,BDS,7,,Gastrosep,0
Ofav,Orange,1,Orange1,BDS,8,3,Exopercent,0.454545455
Ofav,Orange,1,Orange1,BDS,8,,Gastrosep,0
Ofav,Orange,1,Orange1,BDS,9,2,Exopercent,0
Ofav,Orange,1,Orange1,BDS,9,,Gastrosep,30.877
Ofav,Orange,1,Orange1,BDS,10,10,Exopercent,0.142857143
Ofav,Orange,1,Orange1,BDS,10,,Gastrosep,0
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.487886197
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.593789607
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.529317876
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.635012747
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.28602814
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.498218668
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.546354104
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.381620276
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.427677545
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.290260257
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.537253298
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.485724552
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.701745941
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.529331323
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.746741432
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.587966661
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.576050619
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.56581567
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.39241117
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.518577293
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.620201758
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.50344
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.352077166
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.595094809
Ofav,Orange,1,Orange1,BDS,,,Zooxarea,0.455986946
Ofav,Orange,2,Orange2,BDS,1,3,Exopercent,0.3
Ofav,Orange,2,Orange2,BDS,1,,Gastrosep,NA
Ofav,Orange,2,Orange2,BDS,2,8,Exopercent,0
Ofav,Orange,2,Orange2,BDS,2,,Gastrosep,27.055
Ofav,Orange,2,Orange2,BDS,3,4,Exopercent,0
Ofav,Orange,2,Orange2,BDS,3,,Gastrosep,28.603
Ofav,Orange,2,Orange2,BDS,4,9,Exopercent,0
Ofav,Orange,2,Orange2,BDS,4,,Gastrosep,26.652
Ofav,Orange,2,Orange2,BDS,5,6,Exopercent,0.083333333
Ofav,Orange,2,Orange2,BDS,5,,Gastrosep,17.58
Ofav,Orange,2,Orange2,BDS,6,7,Exopercent,0
Ofav,Orange,2,Orange2,BDS,6,,Gastrosep,0
Ofav,Orange,2,Orange2,BDS,7,10,Exopercent,0
Ofav,Orange,2,Orange2,BDS,7,,Gastrosep,NA
Ofav,Orange,2,Orange2,BDS,8,3,Exopercent,0.166666667
Ofav,Orange,2,Orange2,BDS,8,,Gastrosep,NA
Ofav,Orange,2,Orange2,BDS,9,3,Exopercent,0
Ofav,Orange,2,Orange2,BDS,9,,Gastrosep,26.604
Ofav,Orange,2,Orange2,BDS,10,9,Exopercent,0
Ofav,Orange,2,Orange2,BDS,10,,Gastrosep,NA
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.39378166
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.472870983
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.556757615
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.432347245
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.248543659
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.602967515
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.556427486
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.381165589
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.57248415
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.429254411
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.213131655
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.48073498
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.275258176
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.580559198
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.462151038
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.389938626
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.367568461
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.637903177
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.627381706
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.252752704
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.482246842
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.463378482
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.368606567
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.480213821
Ofav,Orange,2,Orange2,BDS,,,Zooxarea,0.315565571
Ofav,Orange,3,Orange3,BDS,1,8,Exopercent,0
Ofav,Orange,3,Orange3,BDS,1,,Gastrosep,15.791
Ofav,Orange,3,Orange3,BDS,2,3,Exopercent,0
Ofav,Orange,3,Orange3,BDS,2,,Gastrosep,23.698
Ofav,Orange,3,Orange3,BDS,3,11,Exopercent,0
Ofav,Orange,3,Orange3,BDS,3,,Gastrosep,15.752
Ofav,Orange,3,Orange3,BDS,4,3,Exopercent,0
Ofav,Orange,3,Orange3,BDS,4,,Gastrosep,NA
Ofav,Orange,3,Orange3,BDS,5,10,Exopercent,0.117647059
Ofav,Orange,3,Orange3,BDS,5,,Gastrosep,0
Ofav,Orange,3,Orange3,BDS,6,5,Exopercent,0.166666667
Ofav,Orange,3,Orange3,BDS,6,,Gastrosep,21.976
Ofav,Orange,3,Orange3,BDS,7,9,Exopercent,0
Ofav,Orange,3,Orange3,BDS,7,,Gastrosep,0
Ofav,Orange,3,Orange3,BDS,8,7,Exopercent,0
Ofav,Orange,3,Orange3,BDS,8,,Gastrosep,32.23
Ofav,Orange,3,Orange3,BDS,9,4,Exopercent,0.181818182
Ofav,Orange,3,Orange3,BDS,9,,Gastrosep,0
Ofav,Orange,3,Orange3,BDS,10,12,Exopercent,0.4
Ofav,Orange,3,Orange3,BDS,10,,Gastrosep,NA
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.559113766
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.652342828
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.479443498
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.750652377
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.622246082
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.532448445
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.692578989
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.449964499
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.372657049
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.425125171
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.632328753
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.386268657
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.498393328
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.483024479
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.494514676
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.503263985
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.481060653
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.443853698
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.651334944
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.677293978
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.551540675
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.523343329
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.535258427
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.588621649
Ofav,Orange,3,Orange3,BDS,,,Zooxarea,0.430285364
Ofav,Red,1,Red1,BDS,1,7,Exopercent,0
Ofav,Red,1,Red1,BDS,1,,Gastrosep,0
Ofav,Red,1,Red1,BDS,2,10,Exopercent,0
Ofav,Red,1,Red1,BDS,2,,Gastrosep,0
Ofav,Red,1,Red1,BDS,3,3,Exopercent,0.071428571
Ofav,Red,1,Red1,BDS,3,,Gastrosep,NA
Ofav,Red,1,Red1,BDS,4,10,Exopercent,0
Ofav,Red,1,Red1,BDS,4,,Gastrosep,0
Ofav,Red,1,Red1,BDS,5,9,Exopercent,0
Ofav,Red,1,Red1,BDS,5,,Gastrosep,0
Ofav,Red,1,Red1,BDS,6,10,Exopercent,0.3
Ofav,Red,1,Red1,BDS,6,,Gastrosep,0
Ofav,Red,1,Red1,BDS,7,1,Exopercent,0
Ofav,Red,1,Red1,BDS,7,,Gastrosep,25.842
Ofav,Red,1,Red1,BDS,8,10,Exopercent,0
Ofav,Red,1,Red1,BDS,8,,Gastrosep,9.647
Ofav,Red,1,Red1,BDS,9,3,Exopercent,0.076923077
Ofav,Red,1,Red1,BDS,9,,Gastrosep,24.706
Ofav,Red,1,Red1,BDS,10,3,Exopercent,0
Ofav,Red,1,Red1,BDS,10,,Gastrosep,21.621
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.252138607
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.365653624
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.504761752
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.375641573
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.531225249
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.357849496
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.504676995
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.525950937
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.285886278
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.419056697
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.403563419
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.474993336
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.380460789
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.497459231
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.46889881
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.56049947
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.459536082
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.503890885
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.512305125
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.403934377
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.44089983
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.533253176
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.589514999
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.58604235
Ofav,Red,1,Red1,BDS,,,Zooxarea,0.450387851
Ofav,Red,2,Red2,BDS,1,3,Exopercent,0
Ofav,Red,2,Red2,BDS,1,,Gastrosep,29.514
Ofav,Red,2,Red2,BDS,2,8,Exopercent,0
Ofav,Red,2,Red2,BDS,2,,Gastrosep,19.514
Ofav,Red,2,Red2,BDS,3,11,Exopercent,0.130434783
Ofav,Red,2,Red2,BDS,3,,Gastrosep,14.182
Ofav,Red,2,Red2,BDS,4,12,Exopercent,0
Ofav,Red,2,Red2,BDS,4,,Gastrosep,0
Ofav,Red,2,Red2,BDS,5,3,Exopercent,0.1
Ofav,Red,2,Red2,BDS,5,,Gastrosep,0
Ofav,Red,2,Red2,BDS,6,8,Exopercent,0
Ofav,Red,2,Red2,BDS,6,,Gastrosep,0
Ofav,Red,2,Red2,BDS,7,8,Exopercent,0
Ofav,Red,2,Red2,BDS,7,,Gastrosep,0
Ofav,Red,2,Red2,BDS,8,7,Exopercent,0
Ofav,Red,2,Red2,BDS,8,,Gastrosep,44.502
Ofav,Red,2,Red2,BDS,9,5,Exopercent,0
Ofav,Red,2,Red2,BDS,9,,Gastrosep,40.577
Ofav,Red,2,Red2,BDS,10,4,Exopercent,0
Ofav,Red,2,Red2,BDS,10,,Gastrosep,16.45
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.549390509
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.654641271
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.613845718
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.413319171
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.560629738
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.449131588
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.324058358
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.582224335
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.571349235
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.470822456
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.568381374
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.4865535
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.679268466
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.506166471
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.615230697
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.573817577
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.526017423
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.524904053
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.433358558
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.569168412
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.619994863
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.617128999
Ofav,Red,2,Red2,BDS,,,Zooxarea,0.624934461
